caller_entry	caller	callsite	callee_entry	callee
140020e30	FUN_140020e30	140020e6f	EXTERNAL:00000204	QueryPerformanceFrequency
140020e30	FUN_140020e30	140020e9e	EXTERNAL:000001ba	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
140020e30	FUN_140020e30	140020ebe	EXTERNAL:00000197	Format
1400160c0	FUN_1400160c0	1400160c4	1400152d0	FUN_1400152d0
140016f20	FUN_140016f20	140016f82	EXTERNAL:000001a2	operator=
140016f20	FUN_140016f20	140016f93	EXTERNAL:000001a2	operator=
140016f20	FUN_140016f20	140016fbf	140036147	pcap_findalldevs
140016f20	FUN_140016f20	140016ffb	140039b2a	strstr
140016f20	FUN_140016f20	14001701e	140020660	FUN_140020660
140016f20	FUN_140016f20	140017178	14003614d	pcap_open
140016f20	FUN_140016f20	14001718d	14003617d	pcap_freealldevs
140016f20	FUN_140016f20	1400171a4	140036183	pcap_setmintocopy
140016f20	FUN_140016f20	1400171d2	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
140016f20	FUN_140016f20	140017214	EXTERNAL:00000197	Format
140016f20	FUN_140016f20	140017233	140036177	pcap_compile
140016f20	FUN_140016f20	140017240	14003617d	pcap_freealldevs
140016f20	FUN_140016f20	140017253	140036171	pcap_setfilter
140016f20	FUN_140016f20	140017263	14003617d	pcap_freealldevs
140016f20	FUN_140016f20	140017274	140020660	FUN_140020660
140016f20	FUN_140016f20	14001739e	14003617d	pcap_freealldevs
140016f20	FUN_140016f20	1400173cf	EXTERNAL:0000028f	_time64
140016f20	FUN_140016f20	1400173e6	EXTERNAL:00000293	_localtime64_s
140016f20	FUN_140016f20	14001740e	EXTERNAL:00000290	strftime
140016f20	FUN_140016f20	140017434	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
140016f20	FUN_140016f20	14001744e	EXTERNAL:00000197	Format
140016f20	FUN_140016f20	14001745a	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
140016f20	FUN_140016f20	14001747b	140037dfe	AfxBeginThread
140016f20	FUN_140016f20	14001748c	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
140016f20	FUN_140016f20	140017496	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
140016f20	FUN_140016f20	1400174a6	1400364d0	__security_check_cookie
140016f20	FUN_140016f20	1400174cb	140015270	FUN_140015270
14002b9b0	FUN_14002b9b0	14002b9e9	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002ba08	1400382ba	GetWindowTextA
14002b9b0	FUN_14002b9b0	14002ba20	EXTERNAL:00000225	SendMessageA
14002b9b0	FUN_14002b9b0	14002ba34	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002ba49	1400382ba	GetWindowTextA
14002b9b0	FUN_14002b9b0	14002ba6e	EXTERNAL:0000019f	Compare
14002b9b0	FUN_14002b9b0	14002ba91	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bab5	EXTERNAL:0000019f	Compare
14002b9b0	FUN_14002b9b0	14002bad2	EXTERNAL:0000019f	Compare
14002b9b0	FUN_14002b9b0	14002baeb	EXTERNAL:0000019f	Compare
14002b9b0	FUN_14002b9b0	14002bb04	EXTERNAL:0000019f	Compare
14002b9b0	FUN_14002b9b0	14002bb1d	EXTERNAL:0000019f	Compare
14002b9b0	FUN_14002b9b0	14002bb3e	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bb54	EXTERNAL:00000197	Format
14002b9b0	FUN_14002b9b0	14002bb65	140037e04	AfxMessageBox
14002b9b0	FUN_14002b9b0	14002bb6f	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bba5	EXTERNAL:000001a1	operator=
14002b9b0	FUN_14002b9b0	14002bbb9	140037e0a	SetWindowTextA
14002b9b0	FUN_14002b9b0	14002bbd9	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bbea	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bbfb	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bc1e	14001fb60	FUN_14001fb60
14002b9b0	FUN_14002b9b0	14002bc48	EXTERNAL:00000207	Sleep
14002b9b0	FUN_14002b9b0	14002bd2c	EXTERNAL:000001a2	operator=
14002b9b0	FUN_14002b9b0	14002bd81	14002cd70	FUN_14002cd70
14002b9b0	FUN_14002b9b0	14002bdb6	14000db40	FUN_14000db40
14002b9b0	FUN_14002b9b0	14002bdcb	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002be23	14000d440	FUN_14000d440
14002b9b0	FUN_14002b9b0	14002be35	14000d7e0	FUN_14000d7e0
14002b9b0	FUN_14002b9b0	14002be4a	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002be63	140029e60	FUN_140029e60
14002b9b0	FUN_14002b9b0	14002be89	14000a000	FUN_14000a000
14002b9b0	FUN_14002b9b0	14002be9f	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002becb	140012490	FUN_140012490
14002b9b0	FUN_14002b9b0	14002bed8	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bef3	140016f20	FUN_140016f20
14002b9b0	FUN_14002b9b0	14002bf04	140032dd0	FUN_140032dd0
14002b9b0	FUN_14002b9b0	14002bf21	140037e0a	SetWindowTextA
14002b9b0	FUN_14002b9b0	14002bf29	140033260	FUN_140033260
14002b9b0	FUN_14002b9b0	14002bf3a	140032fd0	FUN_140032fd0
14002b9b0	FUN_14002b9b0	14002bf4b	140038242	EnableWindow
14002b9b0	FUN_14002b9b0	14002bf5c	140038242	EnableWindow
14002b9b0	FUN_14002b9b0	14002bf6d	140038242	EnableWindow
14002b9b0	FUN_14002b9b0	14002bf77	EXTERNAL:000001a0	GetManager
14002b9b0	FUN_14002b9b0	14002bf84	EXTERNAL:000001b9	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002bfc4	EXTERNAL:000001bb	Concatenate
14002b9b0	FUN_14002b9b0	14002bfd7	140037e0a	SetWindowTextA
14002b9b0	FUN_14002b9b0	14002bfe2	1400174e0	FUN_1400174e0
14002b9b0	FUN_14002b9b0	14002c005	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002c01f	EXTERNAL:00000197	Format
14002b9b0	FUN_14002b9b0	14002c030	140037e04	AfxMessageBox
14002b9b0	FUN_14002b9b0	14002c038	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002c065	EXTERNAL:00000197	Format
14002b9b0	FUN_14002b9b0	14002c076	140037e04	AfxMessageBox
14002b9b0	FUN_14002b9b0	14002c080	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002c094	140037e0a	SetWindowTextA
14002b9b0	FUN_14002b9b0	14002c09c	140037e40	SetFocus
14002b9b0	FUN_14002b9b0	14002c0b1	140037e04	AfxMessageBox
14002b9b0	FUN_14002b9b0	14002c0bb	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002c0c9	14002c100	FUN_14002c100
14002b9b0	FUN_14002b9b0	14002c0d3	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002b9b0	FUN_14002b9b0	14002c0de	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f413	14002cd70	FUN_14002cd70
14002f3d0	FUN_14002f3d0	14002f427	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f441	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f452	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f46a	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f483	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f494	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f4ac	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f4c5	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f4d6	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f4ee	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f4f6	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f503	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f540	EXTERNAL:0000019f	Compare
14002f3d0	FUN_14002f3d0	14002f576	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f587	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f598	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f5bb	14001fb60	FUN_14001fb60
14002f3d0	FUN_14002f3d0	14002f5c5	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f5d0	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f5db	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f617	EXTERNAL:0000019f	Compare
14002f3d0	FUN_14002f3d0	14002f62c	EXTERNAL:0000019f	Compare
14002f3d0	FUN_14002f3d0	14002f654	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f665	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f67d	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f688	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f6a0	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f6b9	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f6ca	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f6e2	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f6ea	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f70c	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f725	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f736	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f74e	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f756	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f76e	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f787	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f798	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f7b0	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f7b8	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f7d0	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f7e9	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f7fa	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f812	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f81a	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f832	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f84b	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f85c	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f874	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f87c	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f89e	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f8b7	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f8c8	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f8e0	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f8e8	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f900	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f919	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f92a	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f942	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f94a	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f962	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f97b	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f98c	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f9a4	14001f270	FUN_14001f270
14002f3d0	FUN_14002f3d0	14002f9ac	EXTERNAL:000002b3	atoi
14002f3d0	FUN_14002f3d0	14002f9c9	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f9da	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002f9f3	140029150	FUN_140029150
14002f3d0	FUN_14002f3d0	14002fa14	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fa25	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fa36	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fa59	14001fb60	FUN_14001fb60
14002f3d0	FUN_14002f3d0	14002fa6a	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fa7b	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fa8c	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002faaf	14001fb60	FUN_14001fb60
14002f3d0	FUN_14002f3d0	14002fad3	EXTERNAL:000001a2	operator=
14002f3d0	FUN_14002f3d0	14002fb09	14000db40	FUN_14000db40
14002f3d0	FUN_14002f3d0	14002fb1e	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fb76	14000d440	FUN_14000d440
14002f3d0	FUN_14002f3d0	14002fb88	14000d7e0	FUN_14000d7e0
14002f3d0	FUN_14002f3d0	14002fb9d	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fbac	140029e60	FUN_140029e60
14002f3d0	FUN_14002f3d0	14002fbdd	14000a000	FUN_14000a000
14002f3d0	FUN_14002f3d0	14002fbf3	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fc2b	140012490	FUN_140012490
14002f3d0	FUN_14002f3d0	14002fc38	EXTERNAL:000001b7	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fc57	140016f20	FUN_140016f20
14002f3d0	FUN_14002f3d0	14002fc68	140032dd0	FUN_140032dd0
14002f3d0	FUN_14002f3d0	14002fc83	140037e0a	SetWindowTextA
14002f3d0	FUN_14002f3d0	14002fc99	140037e0a	SetWindowTextA
14002f3d0	FUN_14002f3d0	14002fcaa	140032fd0	FUN_140032fd0
14002f3d0	FUN_14002f3d0	14002fcbb	140038242	EnableWindow
14002f3d0	FUN_14002f3d0	14002fcc9	140038242	EnableWindow
14002f3d0	FUN_14002f3d0	14002fcda	140038242	EnableWindow
14002f3d0	FUN_14002f3d0	14002fce4	EXTERNAL:000001a0	GetManager
14002f3d0	FUN_14002f3d0	14002fcf1	EXTERNAL:000001b9	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fd2b	EXTERNAL:000001bb	Concatenate
14002f3d0	FUN_14002f3d0	14002fd3e	140037e0a	SetWindowTextA
14002f3d0	FUN_14002f3d0	14002fd48	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14002f3d0	FUN_14002f3d0	14002fd51	140033260	FUN_140033260
14002f3d0	FUN_14002f3d0	14002fd59	140037e40	SetFocus
14002f3d0	FUN_14002f3d0	14002fd63	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
140020660	FUN_140020660	14002067a	140039b36	memset
140020660	FUN_140020660	140020684	14003643c	operator_new
140020660	FUN_140020660	14002069c	140039afa	GetAdaptersInfo
140020660	FUN_140020660	1400206b8	140039b2a	strstr
140020660	FUN_140020660	1400206d5	1400364f4	free
140020660	FUN_140020660	1400206f1	EXTERNAL:000002cd	inet_addr
140020660	FUN_140020660	140020701	EXTERNAL:000002cd	inet_addr
140020660	FUN_140020660	140020734	140039b00	SendARP
140020660	FUN_140020660	14002074b	1400202f0	FUN_1400202f0
140015270	FUN_140015270	14001527c	140037e4c	AfxThrowMemoryException
140015270	FUN_140015270	140015282	140037e52	AfxThrowOleException
140020a80	FUN_140020a80	140020abd	14003643c	operator_new
140020a80	FUN_140020a80	140020ad3	140039b36	memset
140020a80	FUN_140020a80	140020aeb	EXTERNAL:000002c8	htons
140020a80	FUN_140020a80	140020b1d	140039b1e	memcpy
140020a80	FUN_140020a80	140020b47	140020580	FUN_140020580
140020a80	FUN_140020a80	140020b6a	1400364f4	free
140020a10	FUN_140020a10	140020a3c	140020580	FUN_140020580
14000db70	FUN_14000db70	14000dbc7	EXTERNAL:000001b0	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14000db70	FUN_14000db70	14000dbd5	EXTERNAL:000001ee	ResetEvent
14000db70	FUN_14000db70	14000dc10	EXTERNAL:000001fa	WaitForSingleObject
14000db70	FUN_14000db70	14000dc26	EXTERNAL:000001ee	ResetEvent
14000db70	FUN_14000db70	14000dc6a	140020e20	FUN_140020e20
14000db70	FUN_14000db70	14000dc73	EXTERNAL:0000020a	EnterCriticalSection
14000db70	FUN_14000db70	14000dc80	140036051	jpeg_std_error
14000db70	FUN_14000db70	14000dc9a	140036057	jpeg_CreateDecompress
14000db70	FUN_14000db70	14000dcb2	140036063	jpeg_mem_src
14000db70	FUN_14000db70	14000dcbe	140036069	jpeg_read_header
14000db70	FUN_14000db70	14000dcc8	14003606f	jpeg_start_decompress
14000db70	FUN_14000db70	14000dd20	140036075	jpeg_read_scanlines
14000db70	FUN_14000db70	14000dd37	14003607b	jpeg_finish_decompress
14000db70	FUN_14000db70	14000dd41	14003605d	jpeg_destroy_decompress
14000db70	FUN_14000db70	14000dd4d	1400364f4	free
14000db70	FUN_14000db70	14000dd5d	EXTERNAL:00000209	LeaveCriticalSection
14000db70	FUN_14000db70	14000dd80	140020e30	FUN_140020e30
14000db70	FUN_14000db70	14000dd8d	EXTERNAL:000001a0	GetManager
14000db70	FUN_14000db70	14000dd9b	EXTERNAL:000001b9	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14000db70	FUN_14000db70	14000ddc8	EXTERNAL:000001bb	Concatenate
14000db70	FUN_14000db70	14000dddf	EXTERNAL:000001a2	operator=
14000db70	FUN_14000db70	14000ddf1	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14000db70	FUN_14000db70	14000ddfd	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14000db70	FUN_14000db70	14000de65	1400190f0	FUN_1400190f0
14000db70	FUN_14000db70	14000dea8	1400190f0	FUN_1400190f0
14000db70	FUN_14000db70	14000deca	1400190f0	FUN_1400190f0
14000db70	FUN_14000db70	14000dee3	EXTERNAL:000001ef	SetEvent
14000db70	FUN_14000db70	14000deef	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
14000db70	FUN_14000db70	14000deff	1400364d0	__security_check_cookie
1400190f0	FUN_1400190f0	14001913d	140018aa0	FUN_140018aa0
1400190f0	FUN_1400190f0	140019150	140020e20	FUN_140020e20
1400190f0	FUN_1400190f0	1400191b4	140018610	FUN_140018610
1400190f0	FUN_1400190f0	1400191c6	140039a64	_OutputArray
1400190f0	FUN_1400190f0	1400191d8	140039a5e	_InputArray
1400190f0	FUN_1400190f0	1400191f1	140039aac	cvtColor
1400190f0	FUN_1400190f0	1400191ff	14000ecf0	FUN_14000ecf0
1400190f0	FUN_1400190f0	140019228	14000c120	FUN_14000c120
1400190f0	FUN_1400190f0	14001924f	140039b1e	memcpy
1400190f0	FUN_1400190f0	140019459	140020e30	FUN_140020e30
1400190f0	FUN_1400190f0	140019464	EXTERNAL:000001a0	GetManager
1400190f0	FUN_1400190f0	140019472	EXTERNAL:000001b9	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
1400190f0	FUN_1400190f0	1400194b5	EXTERNAL:000001bb	Concatenate
1400190f0	FUN_1400190f0	1400194c5	EXTERNAL:000001a2	operator=
1400190f0	FUN_1400190f0	1400194d1	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
1400190f0	FUN_1400190f0	1400194dd	EXTERNAL:000001af	~CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
1400190f0	FUN_1400190f0	1400194e6	140018ef0	FUN_140018ef0
1400190f0	FUN_1400190f0	1400194ff	1400364d0	__security_check_cookie
1400107c0	FUN_1400107c0	140010812	EXTERNAL:000001ba	CStringT<char,class_StrTraitMFC_DLL<char,class_ATL::ChTraitsCRT<char>_>_>
