symbol	address	ref_from	ref_type	function	function_entry
WS2_32.DLL::htons	EXTERNAL:000002c8	140020c80	COMPUTED_CALL	FUN_140020ba0	140020ba0
WS2_32.DLL::htons	EXTERNAL:000002c8	140020c96	COMPUTED_CALL	FUN_140020ba0	140020ba0
WS2_32.DLL::htons	EXTERNAL:000002c8	140020ca8	COMPUTED_CALL	FUN_140020ba0	140020ba0
WS2_32.DLL::htons	EXTERNAL:000002c8	140020cd6	COMPUTED_CALL	FUN_140020ba0	140020ba0
WS2_32.DLL::htons	EXTERNAL:000002c8	140020ce7	COMPUTED_CALL	FUN_140020ba0	140020ba0
WS2_32.DLL::htons	EXTERNAL:000002c8	140020d3a	COMPUTED_CALL	FUN_140020ba0	140020ba0
WS2_32.DLL::htons	EXTERNAL:000002c8	1400201a9	COMPUTED_CALL	FUN_140020110	140020110
WS2_32.DLL::htonl	EXTERNAL:000002c9	140042770	DATA		
WS2_32.DLL::htonl	EXTERNAL:000002c9	1400201b6	COMPUTED_CALL	FUN_140020110	140020110
WS2_32.DLL::closesocket	EXTERNAL:000002ca	140042778	DATA		
WS2_32.DLL::closesocket	EXTERNAL:000002ca	14002009c	COMPUTED_CALL	FUN_14001ffa0	14001ffa0
WS2_32.DLL::closesocket	EXTERNAL:000002ca	1400200e2	COMPUTED_CALL	FUN_14001ffa0	14001ffa0
WS2_32.DLL::closesocket	EXTERNAL:000002ca	14001f1b0	COMPUTED_CALL	FUN_14001f1a0	14001f1a0
WS2_32.DLL::bind	EXTERNAL:000002cb	140042780	DATA		
WS2_32.DLL::bind	EXTERNAL:000002cb	140020053	COMPUTED_CALL	FUN_14001ffa0	14001ffa0
WS2_32.DLL::bind	EXTERNAL:000002cb	1400201ce	COMPUTED_CALL	FUN_140020110	140020110
WS2_32.DLL::ntohs	EXTERNAL:000002cc	140042788	DATA		
WS2_32.DLL::ntohs	EXTERNAL:000002cc	14001546b	COMPUTED_CALL	FUN_1400152d0	1400152d0
WS2_32.DLL::ntohs	EXTERNAL:000002cc	140015477	COMPUTED_CALL	FUN_1400152d0	1400152d0
WS2_32.DLL::ntohs	EXTERNAL:000002cc	140015486	COMPUTED_CALL	FUN_1400152d0	1400152d0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	140042790	DATA		
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	140009e92	COMPUTED_CALL	FUN_140009bf0	140009bf0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	140012129	COMPUTED_CALL	FUN_140011c10	140011c10
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	140012241	COMPUTED_CALL	FUN_140011c10	140011c10
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	1400118c9	COMPUTED_CALL	FUN_1400115c0	1400115c0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	1400119e1	COMPUTED_CALL	FUN_1400115c0	1400115c0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	1400205ce	COMPUTED_CALL	FUN_1400205b0	1400205b0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	1400205dd	COMPUTED_CALL	FUN_1400205b0	1400205b0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	140020604	COMPUTED_CALL	FUN_1400205b0	1400205b0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	140020625	COMPUTED_CALL	FUN_1400205b0	1400205b0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	1400205f9	COMPUTED_CALL	FUN_1400205b0	1400205b0
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	1400206f1	COMPUTED_CALL	FUN_140020660	140020660
WS2_32.DLL::inet_addr	EXTERNAL:000002cd	140020701	COMPUTED_CALL	FUN_140020660	140020660
WS2_32.DLL::WSAGetLastError	EXTERNAL:000002ce	140042798	DATA		
WS2_32.DLL::WSAGetLastError	EXTERNAL:000002ce	140020225	COMPUTED_CALL	FUN_140020110	140020110
WS2_32.DLL::getnameinfo	EXTERNAL:000002cf	1400427a0	DATA		
WS2_32.DLL::getnameinfo	EXTERNAL:000002cf	140007652	COMPUTED_CALL	FUN_140007520	140007520
WS2_32.DLL::freeaddrinfo	EXTERNAL:000002d0	1400427a8	DATA		
WS2_32.DLL::freeaddrinfo	EXTERNAL:000002d0	14000769d	COMPUTED_CALL	FUN_140007520	140007520
WS2_32.DLL::getaddrinfo	EXTERNAL:000002d1	1400427b0	DATA		
WS2_32.DLL::getaddrinfo	EXTERNAL:000002d1	1400075fe	COMPUTED_CALL	FUN_140007520	140007520
WS2_32.DLL::WSACleanup	EXTERNAL:000002d2	1400427b8	DATA		
WS2_32.DLL::WSACleanup	EXTERNAL:000002d2	14001f14b	COMPUTED_CALL	FUN_14001f120	14001f120
WS2_32.DLL::WSACleanup	EXTERNAL:000002d2	14000771f	COMPUTED_CALL	FUN_1400076e0	1400076e0
WS2_32.DLL::WSAStartup	EXTERNAL:000002d3	1400427c0	DATA		
WS2_32.DLL::WSAStartup	EXTERNAL:000002d3	140007566	COMPUTED_CALL	FUN_140007520	140007520
WS2_32.DLL::WSAStartup	EXTERNAL:000002d3	14001ef81	COMPUTED_CALL	FUN_14001eef0	14001eef0
WS2_32.DLL::gethostname	EXTERNAL:000002d4	1400427c8	DATA		
WS2_32.DLL::gethostname	EXTERNAL:000002d4	1400075b7	COMPUTED_CALL	FUN_140007520	140007520
JPEG62.DLL::jpeg_std_error	140036051	14000dc80	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_std_error	140036051	140010fd7	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_std_error	140036051	140011dc0	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_std_error	140036051	140015d3a	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_std_error	140036051	1400169d4	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_CreateDecompress	140036057	14000dc9a	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_CreateDecompress	140036057	140015d52	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_destroy_decompress	14003605d	14000dd41	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_destroy_decompress	14003605d	140015e0f	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_mem_src	140036063	14000dcb2	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_mem_src	140036063	140015d63	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_read_header	140036069	14000dcbe	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_read_header	140036069	140015d70	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_start_decompress	14003606f	14000dcc8	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_start_decompress	14003606f	140015d79	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_read_scanlines	140036075	14000dd20	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_read_scanlines	140036075	140015deb	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_finish_decompress	14003607b	14000dd37	UNCONDITIONAL_CALL	FUN_14000db70	14000db70
JPEG62.DLL::jpeg_finish_decompress	14003607b	140015e06	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
JPEG62.DLL::jpeg_CreateCompress	140036081	140010ff5	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_CreateCompress	140036081	140011dd8	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_CreateCompress	140036081	1400169f2	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_destroy_compress	140036087	1400110d5	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_destroy_compress	140036087	140012384	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_destroy_compress	140036087	140016ae5	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_mem_dest	14003608d	140011061	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_mem_dest	14003608d	140011e94	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_mem_dest	14003608d	140016a69	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_set_defaults	140036093	140011038	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_set_defaults	140036093	140011e71	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_set_defaults	140036093	140016a40	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_set_quality	140036099	14001104b	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_set_quality	140036099	140011e81	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_set_quality	140036099	140016a53	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_start_compress	14003609f	14001106f	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_start_compress	14003609f	140011e9f	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_start_compress	14003609f	140016a77	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_write_scanlines	1400360a5	1400110af	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_write_scanlines	1400360a5	140011edc	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_write_scanlines	1400360a5	140016abf	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
JPEG62.DLL::jpeg_finish_compress	1400360ab	1400110c9	UNCONDITIONAL_CALL	FUN_1400107c0	1400107c0
JPEG62.DLL::jpeg_finish_compress	1400360ab	140011ef0	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
JPEG62.DLL::jpeg_finish_compress	1400360ab	140016ad9	UNCONDITIONAL_CALL	FUN_1400161a0	1400161a0
PORTAUDIO_X64.DLL::Pa_GetErrorText	1400360e7	14000972d	UNCONDITIONAL_CALL	FUN_1400093a0	1400093a0
PORTAUDIO_X64.DLL::Pa_Initialize	1400360ed	140007bdd	UNCONDITIONAL_CALL	FUN_140007980	140007980
PORTAUDIO_X64.DLL::Pa_Terminate	1400360f3	14000875c	UNCONDITIONAL_CALL	FUN_1400086e0	1400086e0
PORTAUDIO_X64.DLL::Pa_GetHostApiCount	1400360f9	140007bfb	UNCONDITIONAL_CALL	FUN_140007980	140007980
PORTAUDIO_X64.DLL::Pa_GetHostApiInfo	1400360ff	140007c12	UNCONDITIONAL_CALL	FUN_140007980	140007980
PORTAUDIO_X64.DLL::Pa_HostApiDeviceIndexToDeviceIndex	140036105	140007c99	UNCONDITIONAL_CALL	FUN_140007980	140007980
PORTAUDIO_X64.DLL::Pa_HostApiDeviceIndexToDeviceIndex	140036105	14000909c	UNCONDITIONAL_CALL	FUN_140009010	140009010
PORTAUDIO_X64.DLL::Pa_HostApiDeviceIndexToDeviceIndex	140036105	140009491	UNCONDITIONAL_CALL	FUN_1400093a0	1400093a0
PORTAUDIO_X64.DLL::Pa_GetDeviceInfo	14003610b	140007ca0	UNCONDITIONAL_CALL	FUN_140007980	140007980
PORTAUDIO_X64.DLL::Pa_GetDeviceInfo	14003610b	14000949f	UNCONDITIONAL_CALL	FUN_1400093a0	1400093a0
PORTAUDIO_X64.DLL::Pa_OpenStream	140036111	14000970d	UNCONDITIONAL_CALL	FUN_1400093a0	1400093a0
PORTAUDIO_X64.DLL::Pa_CloseStream	140036117	14000942d	UNCONDITIONAL_CALL	FUN_1400093a0	1400093a0
PORTAUDIO_X64.DLL::Pa_StartStream	14003611d	14000a372	UNCONDITIONAL_CALL	FUN_14000a350	14000a350
PORTAUDIO_X64.DLL::Pa_StopStream	140036123	14000a742	UNCONDITIONAL_CALL	FUN_14000a710	14000a710
PORTAUDIO_X64.DLL::Pa_IsStreamStopped	140036129	140008749	UNCONDITIONAL_CALL	FUN_1400086e0	1400086e0
PORTAUDIO_X64.DLL::Pa_IsStreamStopped	140036129	14000a732	UNCONDITIONAL_CALL	FUN_14000a710	14000a710
PORTAUDIO_X64.DLL::Pa_IsStreamActive	14003612f	140008738	UNCONDITIONAL_CALL	FUN_1400086e0	1400086e0
PORTAUDIO_X64.DLL::Pa_IsStreamActive	14003612f	140008756	UNCONDITIONAL_CALL	FUN_1400086e0	1400086e0
PORTAUDIO_X64.DLL::Pa_IsStreamActive	14003612f	140009043	UNCONDITIONAL_CALL	FUN_140009010	140009010
PORTAUDIO_X64.DLL::Pa_IsStreamActive	14003612f	140009418	UNCONDITIONAL_CALL	FUN_1400093a0	1400093a0
PORTAUDIO_X64.DLL::PaAsio_GetAvailableBufferSizes	140036135	1400090c5	UNCONDITIONAL_CALL	FUN_140009010	140009010
WPCAP.DLL::pcap_close	14003613b	140009fac	UNCONDITIONAL_CALL	FUN_140009bf0	140009bf0
WPCAP.DLL::pcap_close	14003613b	14000a845	UNCONDITIONAL_CALL	FUN_14000a800	14000a800
WPCAP.DLL::pcap_close	14003613b	140011b9c	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_close	14003613b	14001241c	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_close	14003613b	14001294d	UNCONDITIONAL_CALL	FUN_140012910	140012910
WPCAP.DLL::pcap_close	14003613b	140016039	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
WPCAP.DLL::pcap_close	14003613b	140020dd9	UNCONDITIONAL_CALL	FUN_140020d70	140020d70
WPCAP.DLL::pcap_sendpacket	140036141	140009ee2	UNCONDITIONAL_CALL	FUN_140009bf0	140009bf0
WPCAP.DLL::pcap_sendpacket	140036141	140020dd1	UNCONDITIONAL_CALL	FUN_140020d70	140020d70
WPCAP.DLL::pcap_findalldevs	140036147	14000a0b7	UNCONDITIONAL_CALL	FUN_14000a000	14000a000
WPCAP.DLL::pcap_findalldevs	140036147	14001254e	UNCONDITIONAL_CALL	FUN_140012490	140012490
WPCAP.DLL::pcap_findalldevs	140036147	140016fbf	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_findalldevs	140036147	140028b45	UNCONDITIONAL_CALL	FUN_140028af0	140028af0
WPCAP.DLL::pcap_open	14003614d	14000a297	UNCONDITIONAL_CALL	FUN_14000a000	14000a000
WPCAP.DLL::pcap_open	14003614d	140012727	UNCONDITIONAL_CALL	FUN_140012490	140012490
WPCAP.DLL::pcap_open	14003614d	140017178	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_open	14003614d	140020dbb	UNCONDITIONAL_CALL	FUN_140020d70	140020d70
WPCAP.DLL::pcap_sendqueue_alloc	140036153	140011803	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_alloc	140036153	140011a54	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_alloc	140036153	14001205a	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_alloc	140036153	1400122b3	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_alloc	140036153	14001538f	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
WPCAP.DLL::pcap_sendqueue_destroy	140036159	140011a4b	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_destroy	140036159	140011ae4	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_destroy	140036159	1400122aa	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_destroy	140036159	140012337	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_destroy	140036159	14001602b	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
WPCAP.DLL::pcap_sendqueue_queue	14003615f	140011915	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_queue	14003615f	140011a2e	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_queue	14003615f	140011a6d	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_queue	14003615f	140012178	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_queue	14003615f	14001228d	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_queue	14003615f	1400122cc	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_transmit	140036165	140011a42	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_transmit	140036165	140011adb	UNCONDITIONAL_CALL	FUN_1400115c0	1400115c0
WPCAP.DLL::pcap_sendqueue_transmit	140036165	1400122a1	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_sendqueue_transmit	140036165	14001232e	UNCONDITIONAL_CALL	FUN_140011c10	140011c10
WPCAP.DLL::pcap_next_ex	14003616b	14001543c	UNCONDITIONAL_CALL	FUN_1400152d0	1400152d0
WPCAP.DLL::pcap_setfilter	140036171	140017253	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_compile	140036177	140017233	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_freealldevs	14003617d	14001718d	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_freealldevs	14003617d	140017240	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_freealldevs	14003617d	140017263	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_freealldevs	14003617d	14001739e	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_freealldevs	14003617d	140028e4b	UNCONDITIONAL_CALL	FUN_140028af0	140028af0
WPCAP.DLL::pcap_setmintocopy	140036183	1400171a4	UNCONDITIONAL_CALL	FUN_140016f20	140016f20
WPCAP.DLL::pcap_findalldevs_ex	140036189	140020952	UNCONDITIONAL_CALL	FUN_140020920	140020920
IPHLPAPI.DLL::GetAdaptersInfo	140039afa	14002069c	UNCONDITIONAL_CALL	FUN_140020660	140020660
IPHLPAPI.DLL::SendARP	140039b00	14002063d	UNCONDITIONAL_CALL	FUN_1400205b0	1400205b0
IPHLPAPI.DLL::SendARP	140039b00	140020734	UNCONDITIONAL_CALL	FUN_140020660	140020660
IPHLPAPI.DLL::IcmpCreateFile	140039b06	14002b6f6	UNCONDITIONAL_CALL	FUN_14002b650	14002b650
IPHLPAPI.DLL::IcmpCloseHandle	140039b0c	14002b739	UNCONDITIONAL_CALL	FUN_14002b650	14002b650
IPHLPAPI.DLL::IcmpSendEcho	140039b12	14002b72f	UNCONDITIONAL_CALL	FUN_14002b650	14002b650
PTR_IcmpSendEcho_1400420e8	1400420e8	140039b12	INDIRECTION	IcmpSendEcho	140039b12
PTR_IcmpCloseHandle_1400420f0	1400420f0	140039b0c	INDIRECTION	IcmpCloseHandle	140039b0c
PTR_IcmpCreateFile_1400420f8	1400420f8	140039b06	INDIRECTION	IcmpCreateFile	140039b06
PTR_SendARP_140042100	140042100	140039b00	INDIRECTION	SendARP	140039b00
PTR_GetAdaptersInfo_140042108	140042108	140039afa	INDIRECTION	GetAdaptersInfo	140039afa
PTR_socket_140042750	140042750	14001fff0	READ	FUN_14001ffa0	14001ffa0
PTR_socket_140042750	140042750	14002017c	READ	FUN_140020110	140020110
PTR_sendto_140042758	140042758	14002008f	READ	FUN_14001ffa0	14001ffa0
PTR_recvfrom_140042760	140042760	14002021a	READ	FUN_140020110	140020110
PTR_closesocket_140042778	140042778	14001f1b0	READ	FUN_14001f1a0	14001f1a0
PTR_closesocket_140042778	140042778	14002009c	READ	FUN_14001ffa0	14001ffa0
PTR_closesocket_140042778	140042778	1400200e2	READ	FUN_14001ffa0	14001ffa0
PTR_bind_140042780	140042780	140020053	READ	FUN_14001ffa0	14001ffa0
PTR_bind_140042780	140042780	1400201ce	READ	FUN_140020110	140020110
PTR_jpeg_mem_src_140042aa0	140042aa0	140036063	INDIRECTION	jpeg_mem_src	140036063
PTR_jpeg_destroy_decompress_140042aa8	140042aa8	14003605d	INDIRECTION	jpeg_destroy_decompress	14003605d
PTR_jpeg_std_error_140042ab0	140042ab0	140036051	INDIRECTION	jpeg_std_error	140036051
PTR_jpeg_read_header_140042ab8	140042ab8	140036069	INDIRECTION	jpeg_read_header	140036069
PTR_jpeg_start_decompress_140042ac0	140042ac0	14003606f	INDIRECTION	jpeg_start_decompress	14003606f
PTR_jpeg_read_scanlines_140042ac8	140042ac8	140036075	INDIRECTION	jpeg_read_scanlines	140036075
PTR_jpeg_finish_decompress_140042ad0	140042ad0	14003607b	INDIRECTION	jpeg_finish_decompress	14003607b
PTR_jpeg_CreateCompress_140042ad8	140042ad8	140036081	INDIRECTION	jpeg_CreateCompress	140036081
PTR_jpeg_destroy_compress_140042ae0	140042ae0	140036087	INDIRECTION	jpeg_destroy_compress	140036087
PTR_jpeg_mem_dest_140042ae8	140042ae8	14003608d	INDIRECTION	jpeg_mem_dest	14003608d
PTR_jpeg_set_defaults_140042af0	140042af0	140036093	INDIRECTION	jpeg_set_defaults	140036093
PTR_jpeg_set_quality_140042af8	140042af8	140036099	INDIRECTION	jpeg_set_quality	140036099
PTR_jpeg_start_compress_140042b00	140042b00	14003609f	INDIRECTION	jpeg_start_compress	14003609f
PTR_jpeg_write_scanlines_140042b08	140042b08	1400360a5	INDIRECTION	jpeg_write_scanlines	1400360a5
PTR_jpeg_finish_compress_140042b10	140042b10	1400360ab	INDIRECTION	jpeg_finish_compress	1400360ab
PTR_jpeg_CreateDecompress_140042b18	140042b18	140036057	INDIRECTION	jpeg_CreateDecompress	140036057
PTR_Pa_CloseStream_140043670	140043670	140036117	INDIRECTION	Pa_CloseStream	140036117
PTR_Pa_StartStream_140043678	140043678	14003611d	INDIRECTION	Pa_StartStream	14003611d
PTR_Pa_StopStream_140043680	140043680	140036123	INDIRECTION	Pa_StopStream	140036123
PTR_Pa_IsStreamStopped_140043688	140043688	140036129	INDIRECTION	Pa_IsStreamStopped	140036129
